Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,genres_list,genre_embedding,genre_dim_0,genre_dim_1,genre_dim_2,genre_dim_3,genre_dim_4,genre_dim_5,genre_dim_6,genre_dim_7,genre_dim_8,genre_dim_9,genre_dim_10,genre_dim_11,genre_dim_12,genre_dim_13,genre_dim_14,genre_dim_15,similarity_score,fit_probability,ridge_fitness_score,fitness_score_normalized,is_playlist_song,fit_probability_glm,fitness_score_glm,new_cluster_label
59TvXTDpHUKfJriDbdELxg,Contatar,Other,Other,Other,-0.8108618258297629,-1.2703201824721464,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:26:02Z,"bass house,g-house",noir sur blanc records,0.832,0.941,1,-4.301,1,0.129,0.0256,0.519,0.0587,0.776,126.015,4,"['bass house', 'g-house']","[-0.03855109  0.25440121  0.17245181  1.68237686  1.33746463  0.00355896
 -0.3249172  -1.75546962 -0.26635189 -0.14750254 -1.54205608  0.2235259
 -0.09865078  0.63398176 -0.69778352 -0.39257562]",-0.03855109,0.25440121,0.17245181,1.68237686,1.33746463,0.00355896,-0.3249172,-1.75546962,-0.26635189,-0.14750254,-1.54205608,0.2235259,-0.09865078,0.63398176,-0.69778352,-0.39257562,0.714371932,0.67359656,0.4319784609456521,75.1370164596014,0,0.0222240881094663,14.989693278866756,G
2wEuWAECPYvxuyOL6mHiJV,Shake & Pop - Original Mix,Other,Other,Other,1.3373675755348975,0.0909291072572277,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:26:16Z,"tech house,techno,house",Relief,0.861,0.654,6,-5.646,1,0.071,0.000113,0.0195,0.0825,0.24,128.99,4,"['tech house', 'techno', 'house']","[ 0.2584758   0.75303075  0.3751219   1.9052192   0.96638892 -0.03758453
 -0.41042576 -2.3424135   0.20513024 -0.37694701 -0.94746745  0.33219565
 -0.52267726 -0.16203091 -0.00631083 -0.23719742]",0.2584758,0.75303075,0.3751219,1.9052192,0.96638892,-0.03758453,-0.41042576,-2.3424135,0.20513024,-0.37694701,-0.94746745,0.33219565,-0.52267726,-0.16203091,-0.00631083,-0.23719742,0.737130017,0.7267881,0.4318043967861685,75.12747448008925,0,0.0213010535178329,14.644125958680634,E
1q79NHeBmbmkcpf8hYlBz2,Los Choukarios,Other,Bellecour,Other,-0.5818750904420995,0.3340093375660445,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:26:02Z,"bass house,g-house",Insomniac Records,0.838,0.927,0,-2.897,0,0.271,0.156,0.583,0.223,0.579,122.962,4,"['bass house', 'g-house']","[-0.03855109  0.25440121  0.17245181  1.68237686  1.33746463  0.00355896
 -0.3249172  -1.75546962 -0.26635189 -0.14750254 -1.54205608  0.2235259
 -0.09865078  0.63398176 -0.69778352 -0.39257562]",-0.03855109,0.25440121,0.17245181,1.68237686,1.33746463,0.00355896,-0.3249172,-1.75546962,-0.26635189,-0.14750254,-1.54205608,0.2235259,-0.09865078,0.63398176,-0.69778352,-0.39257562,0.6171017,0.6430884,0.4271833922873195,74.8741567931837,0,0.0655474565626831,31.209172454962705,G
0qOmGg55Xzv8xBBJa1rBEI,Fly With Us,Other,Other,Other,-0.0638537437584641,0.5770895678748614,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:13:27Z,"bass house,bassline,g-house,house,tech house",Night Bass Records,0.864,0.913,1,-3.094,1,0.0721,0.0323,0.201,0.0901,0.702,128.011,4,"['bass house', 'bassline', 'g-house', 'house', 'tech house']","[ 0.51236148  0.25849788  0.23255975  1.89921124  0.96184435  0.10375583
 -0.61771324 -1.81327243 -0.18411716  0.27213171 -1.0069686   0.26356587
 -0.31831968  0.33355029 -0.48657675 -0.18854074]",0.51236148,0.25849788,0.23255975,1.89921124,0.96184435,0.10375583,-0.61771324,-1.81327243,-0.18411716,0.27213171,-1.0069686,0.26356587,-0.31831968,0.33355029,-0.48657675,-0.18854074,0.8130194,0.8218735,0.4250466389047518,74.75702264529563,0,0.0204833034651271,14.337975250075528,G
74s4R7VpzjQnwJJIWQdSGC,Reality Bites,Other,Other,Other,1.8479459708546884,-1.2217041364103831,bfotri6xxqsu065vsarlivepn,2023-12-27T18:25:37Z,"tribal house,tech house",Other,0.853,0.73,7,-5.629,1,0.0704,2.35e-05,0.389,0.0821,0.487,125.012,4,"['tribal house', 'tech house']","[ 0.8804763   0.43294241  0.49862097  2.01108414  1.07386631  0.39642663
 -0.0618768  -2.44147277  0.4361661  -0.18213189 -0.87064296 -0.43400688
 -1.17053485  0.10075353  0.1100483   0.75267816]",0.8804763,0.43294241,0.49862097,2.01108414,1.07386631,0.39642663,-0.0618768,-2.44147277,0.4361661,-0.18213189,-0.87064296,-0.43400688,-1.17053485,0.10075353,0.1100483,0.75267816,0.833783579,0.81584984,0.4249470697608931,74.7515643893654,0,0.0102053025242909,10.49007911033272,C
7kE1g5T0Mmc84izq9DirqZ,ADD SUV (feat. Pharrell Williams) - Armand Van Helden Club Remix,Other,Other,Other,0.3002457550728691,1.160482120616022,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:29:10Z,"electroclash,new rave,french house,disco house,funky house,house",Other,0.843,0.972,6,-6.58,0,0.144,0.00326,0.301,0.0324,0.496,124.989,4,"['electroclash', 'new rave', 'french house', 'disco house', 'funky house', 'house']","[ 0.42542759 -0.01769558  0.27364126  1.74951158  0.89512093  0.05318349
 -0.51619024 -1.66670282 -0.18007454  0.02647842 -1.10666551  0.55966284
 -0.39904569 -0.2142597  -0.10249422 -0.02363761]",0.42542759,-0.01769558,0.27364126,1.74951158,0.89512093,0.05318349,-0.51619024,-1.66670282,-0.18007454,0.02647842,-1.10666551,0.55966284,-0.39904569,-0.2142597,-0.10249422,-0.02363761,0.734967842,0.6206988,0.4238857319312205,74.69338317701103,0,0.0094023170766448,10.189456000639202,G
1tW8QpbVzNingUlOARM6RH,Another Chance,Another Chance,NightFunk,Other,-0.7302399380213955,-0.2007671691133524,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,tech house,Toolroom,0.828,0.725,9,-8.176,0,0.0772,0.00211,0.684,0.0772,0.964,127.003,4,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,0.760615934,0.7744432,0.4231598954963158,74.65359373148947,0,0.2412697773793715,96.99640518916858,C
69zeFafjEhalju3xDjXTrm,Tasty,Other,Other,Other,-0.520828769838641,-0.4924634454839326,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:26:02Z,"nu disco,funky house,disco house",Other,0.89,0.842,0,-4.637,0,0.0554,0.0525,0.0808,0.0833,0.962,121.987,4,"['nu disco', 'funky house', 'disco house']","[ 0.41190092  0.79078603  0.29594621  1.91782812  0.99214906  0.01491948
 -0.35556394 -2.35119013  0.29003622 -0.52413837 -1.00010928  0.16000602
 -0.54679193 -0.22486921  0.00349412 -0.49508685]",0.41190092,0.79078603,0.29594621,1.91782812,0.99214906,0.01491948,-0.35556394,-2.35119013,0.29003622,-0.52413837,-1.00010928,0.16000602,-0.54679193,-0.22486921,0.00349412,-0.49508685,0.78011007,0.79864496,0.4180466047936104,74.37328953061548,0,0.0098708836746134,10.364878790918628,D
59ujQJCSRNgLtKQ1ly3b7c,Wait A Minute,Other,Biscits,Other,-0.401075918220358,0.8687858442454416,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:26:02Z,"tech house,house",Solotoko,0.861,0.998,10,-6.256,0,0.202,0.0496,0.0581,0.0342,0.0629,125.983,4,"['tech house', 'house']","[ 0.49916475  0.92228538  0.28674226  2.00269204  1.06220019  0.13760081
 -0.54594237 -2.24965155 -0.06830075  0.12391949 -0.89733326  0.34988311
 -0.31869391  0.07420804 -0.24038284  0.02935112]",0.49916475,0.92228538,0.28674226,2.00269204,1.06220019,0.13760081,-0.54594237,-2.24965155,-0.06830075,0.12391949,-0.89733326,0.34988311,-0.31869391,0.07420804,-0.24038284,0.02935112,0.727938015,0.75543696,0.4105495215205308,73.96230880256212,0,0.0668729516792206,31.705413657073105,B
3orINoVgwz9tFzi3kNIXdK,The Job,Other,Other,Other,1.428911843190208,-0.3952313533604059,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:26:16Z,"lo-fi house,disco house,funky house,nu disco",Other,0.838,0.56,6,-9.687,0,0.154,0.0525,0.231,0.121,0.135,122.984,4,"['lo-fi house', 'disco house', 'funky house', 'nu disco']","[ 0.1544524   0.40783697  0.31779427  1.80149251  1.23076622  0.05622257
 -0.18576218 -2.21833783  0.14133765 -0.40725258 -1.12510848  0.15187149
 -0.5022125   0.12941936 -0.0094091  -0.35771661]",0.1544524,0.40783697,0.31779427,1.80149251,1.23076622,0.05622257,-0.18576218,-2.21833783,0.14133765,-0.40725258,-1.12510848,0.15187149,-0.5022125,0.12941936,-0.0094091,-0.35771661,0.639546491,0.6198968,0.405733540998841,73.6983027739507,0,0.009924391941326,10.384911310288183,E
5dFPkVJKFyy1WEZ471gjKz,Stunner - Original Mix,Other,Other,Other,-0.5577712235591876,-0.1035350769898257,,2025-03-07T19:42:37Z,tech house,Other,0.797,0.588,7,-7.827,1,0.0576,0.00996,0.0354,0.0655,0.685,128.002,4,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,0.702506264,0.73054117,0.4037602020396924,73.59012680036388,0,0.0097488343434986,10.319185746837558,C
4UJsElhvL79GKKfgpRBXmT,I Got Love,Other,Other,Other,0.6528379266601009,-0.8327757679162762,frosty480,2020-07-12T22:19:18Z,"nu disco,funky house,disco house",Other,0.877,0.898,7,-7.934,0,0.0555,0.00207,0.0512,0.0329,0.841,124.0,4,"['nu disco', 'funky house', 'disco house']","[ 0.41190092  0.79078603  0.29594621  1.91782812  0.99214906  0.01491948
 -0.35556394 -2.35119013  0.29003622 -0.52413837 -1.00010928  0.16000602
 -0.54679193 -0.22486921  0.00349412 -0.49508685]",0.41190092,0.79078603,0.29594621,1.91782812,0.99214906,0.01491948,-0.35556394,-2.35119013,0.29003622,-0.52413837,-1.00010928,0.16000602,-0.54679193,-0.22486921,0.00349412,-0.49508685,0.79460968,0.7950311,0.3978383540429546,73.26549849993405,0,0.0100285479943425,10.423905437321244,B
2NzVvoQyagqEB5o4ny9UkT,The Raid,Other,Other,Other,-0.4222247922176242,0.2367772454425178,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:26:02Z,"bass house,g-house",Other,0.827,0.697,8,-6.367,1,0.155,0.18,0.619,0.318,0.538,124.063,4,"['bass house', 'g-house']","[-0.03855109  0.25440121  0.17245181  1.68237686  1.33746463  0.00355896
 -0.3249172  -1.75546962 -0.26635189 -0.14750254 -1.54205608  0.2235259
 -0.09865078  0.63398176 -0.69778352 -0.39257562]",-0.03855109,0.25440121,0.17245181,1.68237686,1.33746463,0.00355896,-0.3249172,-1.75546962,-0.26635189,-0.14750254,-1.54205608,0.2235259,-0.09865078,0.63398176,-0.69778352,-0.39257562,0.628497965,0.6107866,0.3975301161636475,73.24860128491898,0,0.0096503096033722,10.28229988066727,G
0fJm8fquozJRImFiiLsBZU,NOW JAZZ - MIDNIGHT MIX,Other,Other,Other,4.530635757823129,0.528473521813098,rüfüs,2024-11-21T23:50:37Z,tech house,Other,0.866,0.407,11,-12.174,0,0.0771,0.0127,0.895,0.059,0.783,127.996,4,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,0.674907501,0.7088777,0.3972927858553839,73.23559113426084,0,0.0097699767821016,10.327101090332215,C
6T7jst1TqcLBJathAlIiIO,Fly Kicks - Wax Motif Remix,Other,Other,Other,0.2383320986736237,-0.7841597218545129,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:21:56Z,"bass house,bassline,g-house,house,tech house",Night Bass Records,0.897,0.692,11,-4.985,0,0.0492,0.0187,0.725,0.0603,0.607,125.023,4,"['bass house', 'bassline', 'g-house', 'house', 'tech house']","[ 0.51236148  0.25849788  0.23255975  1.89921124  0.96184435  0.10375583
 -0.61771324 -1.81327243 -0.18411716  0.27213171 -1.0069686   0.26356587
 -0.31831968  0.33355029 -0.48657675 -0.18854074]",0.51236148,0.25849788,0.23255975,1.89921124,0.96184435,0.10375583,-0.61771324,-1.81327243,-0.18411716,0.27213171,-1.0069686,0.26356587,-0.31831968,0.33355029,-0.48657675,-0.18854074,0.834132706,0.82445294,0.3968888646672586,73.21344867993224,0,0.0214004016712706,14.681320095780256,G
6YtH9HJAt1lNzIa7nruRYP,Fly Kicks - Wax Motif Remix,Other,Other,Other,0.2383320986736237,-1.2703201824721464,,2019-04-18T19:19:29Z,"bass house,bassline,g-house,house,tech house",Night Bass Records,0.897,0.692,11,-4.985,0,0.0492,0.0187,0.725,0.0603,0.607,125.023,4,"['bass house', 'bassline', 'g-house', 'house', 'tech house']","[ 0.51236148  0.25849788  0.23255975  1.89921124  0.96184435  0.10375583
 -0.61771324 -1.81327243 -0.18411716  0.27213171 -1.0069686   0.26356587
 -0.31831968  0.33355029 -0.48657675 -0.18854074]",0.51236148,0.25849788,0.23255975,1.89921124,0.96184435,0.10375583,-0.61771324,-1.81327243,-0.18411716,0.27213171,-1.0069686,0.26356587,-0.31831968,0.33355029,-0.48657675,-0.18854074,0.834132706,0.82445294,0.3968888646672586,73.21344867993224,0,0.0217275006732628,14.803779997693532,G
0pIotalVig2GcOQbmhQXkX,Right by Your Side,Other,Other,Other,-0.5376006236571692,-1.1730880903486198,frosty480,2020-08-29T22:35:12Z,"nu disco,funky house,disco house",Other,0.891,0.892,9,-2.838,0,0.196,0.0346,0.591,0.332,0.711,122.995,4,"['nu disco', 'funky house', 'disco house']","[ 0.41190092  0.79078603  0.29594621  1.91782812  0.99214906  0.01491948
 -0.35556394 -2.35119013  0.29003622 -0.52413837 -1.00010928  0.16000602
 -0.54679193 -0.22486921  0.00349412 -0.49508685]",0.41190092,0.79078603,0.29594621,1.91782812,0.99214906,0.01491948,-0.35556394,-2.35119013,0.29003622,-0.52413837,-1.00010928,0.16000602,-0.54679193,-0.22486921,0.00349412,-0.49508685,0.754226387,0.7826645,0.3968817867381712,73.21306067671239,0,0.0100845511104854,10.44487198282562,D
7rG91mtvsrPuuqp2VvNijz,Right by Your Side,Other,Other,Other,-0.5376006236571692,0.2367772454425178,frosty480,2020-04-30T19:36:12Z,"nu disco,funky house,disco house",Other,0.891,0.892,9,-2.838,0,0.196,0.0346,0.591,0.332,0.711,122.995,4,"['nu disco', 'funky house', 'disco house']","[ 0.41190092  0.79078603  0.29594621  1.91782812  0.99214906  0.01491948
 -0.35556394 -2.35119013  0.29003622 -0.52413837 -1.00010928  0.16000602
 -0.54679193 -0.22486921  0.00349412 -0.49508685]",0.41190092,0.79078603,0.29594621,1.91782812,0.99214906,0.01491948,-0.35556394,-2.35119013,0.29003622,-0.52413837,-1.00010928,0.16000602,-0.54679193,-0.22486921,0.00349412,-0.49508685,0.754226387,0.7826645,0.3968817867381712,73.21306067671239,0,0.0096454692248961,10.2804877312269,D
0jJr6tAAPS7Ytkb6d6Hcld,Heavy,Other,Other,Other,-0.5003051844383373,-0.6383115836692227,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:21:56Z,"bass house,g-house,tech house",Other,0.84,0.729,5,-4.954,1,0.0882,0.027,0.00224,0.165,0.432,123.981,4,"['bass house', 'g-house', 'tech house']","[ 0.34711742  0.33855414  0.33456293  1.91476758  1.1840179   0.17653075
 -0.27779277 -1.97626261 -0.15947149  0.19358468 -1.19763331 -0.0110912
 -0.46346833  0.54025978 -0.47743273  0.24562494]",0.34711742,0.33855414,0.33456293,1.91476758,1.1840179,0.17653075,-0.27779277,-1.97626261,-0.15947149,0.19358468,-1.19763331,-0.0110912,-0.46346833,0.54025978,-0.47743273,0.24562494,0.824999164,0.80411613,0.3957999815940501,73.15375747177944,0,0.0099173287163076,10.382266967634497,G
