Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,genres_list,genre_embedding,genre_dim_0,genre_dim_1,genre_dim_2,genre_dim_3,genre_dim_4,genre_dim_5,genre_dim_6,genre_dim_7,genre_dim_8,genre_dim_9,genre_dim_10,genre_dim_11,genre_dim_12,genre_dim_13,genre_dim_14,genre_dim_15,similarity_score,fit_probability,fit_score,ridge_fitness_score,fitness_score_normalized
2b0znwZ4dcz8VUluXmwTcl,Own The Night,Own The Night,Sasha Troy,2025-01-17,127619,33,groovebassment,2025-01-17T15:35:09Z,tech house,Groove Bassment,0.749,0.876,1,-7.261,1,0.12,0.146,0.00202,0.381,0.772,125.971,4,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,0.662827526,0.688436,0,0.08054177494866008,57.259414632393124
5uQ5fok2VnFHCK4EYNAeKo,Follow Me,Follow Me,"David Novacek,Yvvan Back",2024-07-19,184982,23,groovebassment,2024-07-19T12:59:27Z,"latin house,tribal house,tech house,funky house",Gahara,0.733,0.991,4,-4.428,0,0.0482,0.00668,0.0191,0.0566,0.733,126.002,4,"['latin house', 'tribal house', 'tech house', 'funky house']","[ 1.17536178  0.29017329  0.42785725  2.10469434  0.90209827  0.46477071
 -0.33736823 -2.20339948  0.26324025  0.14528366 -0.89793214 -0.60346826
 -1.08418722  0.20008122 -0.18374894  0.52537021]",1.17536178,0.29017329,0.42785725,2.10469434,0.90209827,0.46477071,-0.33736823,-2.20339948,0.26324025,0.14528366,-0.89793214,-0.60346826,-1.08418722,0.20008122,-0.18374894,0.52537021,0.790025308,0.8085302,0,0.043791503926331216,43.634523843097405
75ckdfW23NPWGDMSjdUFBv,Waiting For Tonight,Waiting For Tonight,"FISHER,Jennifer Lopez",2024-05-03,198019,4,groovebassment,2024-07-15T16:26:01Z,"tech house,house,techno","Epic Records, a division of Sony Music Entertainment Courtesy of Epic Records and under license from The Sony Music Commercial Music Group, a division of Sony Music Entertainment",0.714,0.833,10,-4.543,0,0.039,0.00683,0.473,0.0579,0.641,128.989,4,"['tech house', 'house', 'techno']","[ 0.2584758   0.75303075  0.3751219   1.9052192   0.96638892 -0.03758453
 -0.41042576 -2.3424135   0.20513024 -0.37694701 -0.94746745  0.33219565
 -0.52267726 -0.16203091 -0.00631083 -0.23719742]",0.2584758,0.75303075,0.3751219,1.9052192,0.96638892,-0.03758453,-0.41042576,-2.3424135,0.20513024,-0.37694701,-0.94746745,0.33219565,-0.52267726,-0.16203091,-0.00631083,-0.23719742,0.836158918,0.8032473,0,0.045264779772803125,44.180729951305175
21cSCLyPyaQoepm7S3ul9t,Passa,Passa,Makree,2024-10-18,168307,31,groovebassment,2024-10-18T13:34:13Z,"disco house,funky house",Groove Bassment,0.816,0.898,6,-5.446,0,0.1,0.00336,0.0929,0.127,0.316,126.991,4,"['disco house', 'funky house']","[ 0.31535175  0.39546788  0.54989347  1.93746489  0.81714287 -0.09020782
 -0.25887537 -2.56945026  0.64710352 -0.69268605 -0.83124512  0.10325354
 -0.93752757 -0.37960187  0.28227839 -0.12028542]",0.31535175,0.39546788,0.54989347,1.93746489,0.81714287,-0.09020782,-0.25887537,-2.56945026,0.64710352,-0.69268605,-0.83124512,0.10325354,-0.93752757,-0.37960187,0.28227839,-0.12028542,0.677602092,0.70988566,0,0.0853953600347903,59.05884535481961
5ls4FQAoSlAFPFnaYpeyhn,Frikitona,Frikitona,Andruss,2023-07-14,174404,56,groovebassment,2024-01-19T12:44:47Z,"latin house,tech house,tribal house",Helix Records,0.651,0.912,1,-6.056,1,0.0628,0.0129,0.00372,0.135,0.796,127.775,4,"['latin house', 'tech house', 'tribal house']","[ 1.15946992  0.24903383  0.36802145  2.11091189  0.87041843  0.4455281
 -0.41054159 -2.02320615  0.16463895  0.2023956  -0.93494968 -0.58865191
 -1.01322355  0.18080609 -0.27377756  0.40156363]",1.15946992,0.24903383,0.36802145,2.11091189,0.87041843,0.4455281,-0.41054159,-2.02320615,0.16463895,0.2023956,-0.93494968,-0.58865191,-1.01322355,0.18080609,-0.27377756,0.40156363,0.762850034,0.7444056,0,0.02909737970597208,38.186786120970226
5BoA4ehsprvSzDBuFOPgdA,Fine Night,Fine Night,Cloonee,2023-07-14,161723,59,groovebassment,2023-09-03T12:50:27Z,"tech house,house,latin house,techno",Hellbent Records,0.808,0.515,1,-10.908,1,0.0357,0.173,0.000981,0.079,0.316,127.968,4,"['tech house', 'house', 'latin house', 'techno']","[ 0.62322114  0.53507723  0.30804703  2.00655624  0.84067236  0.10774436
 -0.58478711 -2.05347836  0.05924384 -0.03984761 -0.97649136  0.02466125
 -0.56665818 -0.03629538 -0.26509045 -0.25306442]",0.62322114,0.53507723,0.30804703,2.00655624,0.84067236,0.10774436,-0.58478711,-2.05347836,0.05924384,-0.03984761,-0.97649136,0.02466125,-0.56665818,-0.03629538,-0.26509045,-0.25306442,0.662897084,0.6993291,0,0.12050060508882435,72.07385495031532
5keREZud10QdzRT2EYFegb,Easy To Love,Easy To Love,"Empher,LALZIN",2024-06-07,151415,24,groovebassment,2024-06-07T13:04:33Z,"tech house,bass house,funky house",Groove Bassment,0.61,0.989,4,-5.61,1,0.0666,0.00237,0.805,0.313,0.622,127.01,4,"['tech house', 'bass house', 'funky house']","[ 0.94290477  0.80469176  0.4594576   2.08235141  1.02272495  0.29646441
 -0.47727771 -2.41322112  0.25608397  0.22216986 -0.78471593 -0.27790492
 -0.83442708  0.23654159 -0.36738414  0.44036716]",0.94290477,0.80469176,0.4594576,2.08235141,1.02272495,0.29646441,-0.47727771,-2.41322112,0.25608397,0.22216986,-0.78471593,-0.27790492,-0.83442708,0.23654159,-0.36738414,0.44036716,0.82814422,0.74886036,0,-0.011412149170807573,23.16817832521831
2JGVEYGtla0PJeHF15Esdo,Up N' Down,Up N' Down,"Deeper Purpose,BRN,JmNPR",2023-09-29,208637,49,groovebassment,2025-02-18T00:44:47Z,"tech house,house,stutter house",Catch & Release,0.806,0.869,7,-6.583,1,0.0619,0.0257,0.487,0.112,0.838,128.005,4,"['tech house', 'house', 'stutter house']","[ 0.32835771  0.3754404   0.6858851   1.71587439  0.90480133  0.62617975
 -0.5939738  -1.92381513 -0.70833578  0.35085632 -1.06367159  0.19979777
 -0.03569126  0.06549261 -0.04608217  0.68831555]",0.32835771,0.3754404,0.6858851,1.71587439,0.90480133,0.62617975,-0.5939738,-1.92381513,-0.70833578,0.35085632,-1.06367159,0.19979777,-0.03569126,0.06549261,-0.04608217,0.68831555,0.688072663,0.6745463,0,0.08965197879395155,60.63695523297541
1cp2VLGH0DoDFAMojgkXxP,In The Club,In The Club,Dima Sick,2024-01-26,170078,19,groovebassment,2024-01-25T23:01:53Z,"deep house,tech house",Groove Bassment,0.796,0.859,6,-7.373,0,0.129,0.00747,0.221,0.132,0.573,126.984,4,"['deep house', 'tech house']","[ 0.29185361  0.43605366  0.58309662  2.07078516  0.75512362 -0.0985595
 -0.316696   -2.45267713  0.41120004 -0.19597965 -0.7335698   0.10359699
 -0.93548584 -0.22936124  0.14414921  0.223548  ]",0.29185361,0.43605366,0.58309662,2.07078516,0.75512362,-0.0985595,-0.316696,-2.45267713,0.41120004,-0.19597965,-0.7335698,0.10359699,-0.93548584,-0.22936124,0.14414921,0.223548,0.830413213,0.7227995,0,0.09412920682574177,62.29685436500769
3JquhjcmUnvfik03uMQRES,Stolen Dub,Stolen Dub,TWENTY SIX,2024-02-23,136615,41,groovebassment,2024-02-23T00:09:07Z,"latin house,tech house",Groove Bassment,0.848,0.736,7,-5.886,1,0.219,0.00684,0.473,0.223,0.622,130.028,4,"['latin house', 'tech house']","[ 1.41795582  0.19403835  0.38280379  2.3450582   0.67032355  0.53310269
 -0.64570755 -1.80226076 -0.16206301  0.92360485 -0.78617543 -0.68913367
 -0.94585219  0.34686351 -0.53908021  0.61068031]",1.41795582,0.19403835,0.38280379,2.3450582,0.67032355,0.53310269,-0.64570755,-1.80226076,-0.16206301,0.92360485,-0.78617543,-0.68913367,-0.94585219,0.34686351,-0.53908021,0.61068031,0.715641576,0.7587807,0,0.13921479866026307,79.01200360956389
7iACUyBFiz6Opfy0hZKIH5,In The Streets,In The Streets,Martin Ikin,2024-04-19,127500,52,groovebassment,2024-04-27T13:15:40Z,"tech house,piano house,house",STEREOHYPE,0.714,0.939,6,-5.485,1,0.0372,0.000188,0.492,0.153,0.611,128.037,4,"['tech house', 'piano house', 'house']","[ 0.11969379  0.83232206  0.30678255  1.92804058  0.93935126 -0.15898023
 -0.65749687 -2.26807618  0.11825745 -0.28818087 -0.89334961  0.58506944
 -0.29652213 -0.2078067  -0.15586151 -0.45337379]",0.11969379,0.83232206,0.30678255,1.92804058,0.93935126,-0.15898023,-0.65749687,-2.26807618,0.11825745,-0.28818087,-0.89334961,0.58506944,-0.29652213,-0.2078067,-0.15586151,-0.45337379,0.77137618,0.79279655,0,0.03616657717454756,40.80763872417378
7jURkEKDVEm9sHueqUX0ko,Gimme That Bounce,Gimme That Bounce,Mau P,2023-01-27,217410,63,groovebassment,2023-01-30T13:02:13Z,"tech house,house",Insomniac Records,0.801,0.96,8,-5.534,1,0.264,0.0284,0.877,0.0985,0.101,126.045,4,"['tech house', 'house']","[ 0.49916475  0.92228538  0.28674226  2.00269204  1.06220019  0.13760081
 -0.54594237 -2.24965155 -0.06830075  0.12391949 -0.89733326  0.34988311
 -0.31869391  0.07420804 -0.24038284  0.02935112]",0.49916475,0.92228538,0.28674226,2.00269204,1.06220019,0.13760081,-0.54594237,-2.24965155,-0.06830075,0.12391949,-0.89733326,0.34988311,-0.31869391,0.07420804,-0.24038284,0.02935112,0.72924712,0.7625308,0,0.10351026795291007,65.77481329673141
672KjDMsEeZG0rcFalJWUx,Problems,Problems,"No Worries,Makhea",2024-08-23,171495,28,groovebassment,2024-08-23T12:27:35Z,"tech house,latin house",Groove Bassment,0.726,0.994,2,-4.642,1,0.0557,0.0194,0.182,0.104,0.626,127.018,4,"['tech house', 'latin house']","[ 1.41795582  0.19403835  0.38280379  2.3450582   0.67032355  0.53310269
 -0.64570755 -1.80226076 -0.16206301  0.92360485 -0.78617543 -0.68913367
 -0.94585219  0.34686351 -0.53908021  0.61068031]",1.41795582,0.19403835,0.38280379,2.3450582,0.67032355,0.53310269,-0.64570755,-1.80226076,-0.16206301,0.92360485,-0.78617543,-0.68913367,-0.94585219,0.34686351,-0.53908021,0.61068031,0.706219691,0.752646,0,0.04415868199700854,43.77065239328315
