Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,genres_list,genre_embedding,genre_dim_0,genre_dim_1,genre_dim_2,genre_dim_3,genre_dim_4,genre_dim_5,genre_dim_6,genre_dim_7,genre_dim_8,genre_dim_9,genre_dim_10,genre_dim_11,genre_dim_12,genre_dim_13,genre_dim_14,genre_dim_15,new_cluster_label
7sVfx6BQKQ6b4WmOxEwkDv,Like I Don't Exist - NightFunk Remix,Like I Don't Exist (NightFunk Remix),"Nicky Night Time,NightFunk",2021-03-26,208613,11,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"house,piano house,future house,tech house",Black Book Records,0.927,0.464,0,-7.676,1,0.244,0.00329,0.235,0.0785,0.434,129.991,4,"['house', 'piano house', 'future house', 'tech house']","[ 0.11734048  0.52585115  0.20634643  1.95116848  1.06211112 -0.25487396
 -0.4889388  -2.02207121 -0.15583637  0.19771847 -0.65417134  0.88792498
 -0.41546529 -0.38229381 -0.03792667 -0.40859346]",0.11734048,0.52585115,0.20634643,1.95116848,1.06211112,-0.25487396,-0.4889388,-2.02207121,-0.15583637,0.19771847,-0.65417134,0.88792498,-0.41546529,-0.38229381,-0.03792667,-0.40859346,E
0w7oSi3e7xPDw9yz278qSj,Briggy Briggy,Briggy Briggy EP,Alex Wellmann,2021-11-26,362000,4,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,tech house,Sanity,0.807,0.883,6,-9.982,0,0.0477,3.45e-05,0.785,0.065,0.918,130.013,4,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,C
5DgCDCuuevkqBmyFMjhbUc,Dani Girl,Dani Girl,Ranger Trucco,2022-02-04,234293,38,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,bass house",Spinnin' Deep,0.805,0.78,0,-6.366,1,0.0729,0.00261,0.896,0.0636,0.604,125.03,4,"['tech house', 'bass house']","[ 0.80283847  1.00024182  0.38550407  2.08050627  1.03551853  0.18344735
 -0.6569925  -2.24784195  0.1046039   0.34628088 -0.78363413 -0.09289871
 -0.6031015   0.22585907 -0.59424466  0.21215576]",0.80283847,1.00024182,0.38550407,2.08050627,1.03551853,0.18344735,-0.6569925,-2.24784195,0.1046039,0.34628088,-0.78363413,-0.09289871,-0.6031015,0.22585907,-0.59424466,0.21215576,A
0lJnJ4OgN4qnD8wxVNHVSm,Red (feat. Nala),Midnight Swim,"Steve Darko,Nala",2021-02-05,252580,13,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"bass house,tech house,indie dance",DIRTYBIRD,0.759,0.772,7,-7.559,1,0.0638,0.00299,0.501,0.403,0.564,124.999,4,"['bass house', 'tech house', 'indie dance']","[ 0.5278108   0.54465127  0.34878242  1.7486588   0.90545729  0.21177514
 -0.67141199 -1.96219903  0.14633885  0.33007698 -0.89580403  0.09987189
 -0.44179353 -0.11909535 -0.42304616  0.19430365]",0.5278108,0.54465127,0.34878242,1.7486588,0.90545729,0.21177514,-0.67141199,-1.96219903,0.14633885,0.33007698,-0.89580403,0.09987189,-0.44179353,-0.11909535,-0.42304616,0.19430365,E
4HuNe0KvPxojzExqKMGbPv,Growing Up,Growing Up,Back2Black,2021-04-09,217449,2,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"g-house,bass house",noir sur blanc records,0.81,0.683,11,-5.975,0,0.0728,0.00416,0.886,0.105,0.0525,123.996,4,"['g-house', 'bass house']","[-0.03855109  0.25440121  0.17245181  1.68237686  1.33746463  0.00355896
 -0.3249172  -1.75546962 -0.26635189 -0.14750254 -1.54205608  0.2235259
 -0.09865078  0.63398176 -0.69778352 -0.39257562]",-0.03855109,0.25440121,0.17245181,1.68237686,1.33746463,0.00355896,-0.3249172,-1.75546962,-0.26635189,-0.14750254,-1.54205608,0.2235259,-0.09865078,0.63398176,-0.69778352,-0.39257562,G
1NRe72Wn00Gc4HIhcABi6u,Hands Up,Hands Up,"Martin Ikin,Noizu,Fast Eddie",2020-07-31,215551,27,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,piano house,house,chicago house,hip house,acid house",Black Book Records,0.847,0.994,11,-5.069,0,0.0642,0.0256,0.00345,0.358,0.68,126.967,4,"['tech house', 'piano house', 'house', 'chicago house', 'hip house', 'acid house']","[ 0.21048439  0.90063305  0.22162054  1.79529564  1.05077985 -0.05717265
 -0.54523862 -2.23677351  0.13993035 -0.56226434 -1.05371076  0.49801359
 -0.26436253 -0.22732019 -0.09981193 -0.6333729 ]",0.21048439,0.90063305,0.22162054,1.79529564,1.05077985,-0.05717265,-0.54523862,-2.23677351,0.13993035,-0.56226434,-1.05371076,0.49801359,-0.26436253,-0.22732019,-0.09981193,-0.6333729,B
0M0ur2Qnx3sDt1xRuboJpQ,Holla,Holla,Cloonee,2021-07-09,178514,32,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house,latin house,techno",Black Book Records,0.823,0.563,11,-7.509,0,0.191,0.168,0.00194,0.0821,0.699,130.003,4,"['tech house', 'house', 'latin house', 'techno']","[ 0.62322114  0.53507723  0.30804703  2.00655624  0.84067236  0.10774436
 -0.58478711 -2.05347836  0.05924384 -0.03984761 -0.97649136  0.02466125
 -0.56665818 -0.03629538 -0.26509045 -0.25306442]",0.62322114,0.53507723,0.30804703,2.00655624,0.84067236,0.10774436,-0.58478711,-2.05347836,0.05924384,-0.03984761,-0.97649136,0.02466125,-0.56665818,-0.03629538,-0.26509045,-0.25306442,E
0qSF3ZOzrzyyDMzsVI0bk9,Horoscopes and Marijuana,Horoscopes and Marijuana,Ranger Trucco,2021-07-09,279069,23,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,bass house",Sink or Swim,0.8,0.902,1,-3.823,0,0.0916,0.01,0.918,0.0737,0.827,129.039,4,"['tech house', 'bass house']","[ 0.80283847  1.00024182  0.38550407  2.08050627  1.03551853  0.18344735
 -0.6569925  -2.24784195  0.1046039   0.34628088 -0.78363413 -0.09289871
 -0.6031015   0.22585907 -0.59424466  0.21215576]",0.80283847,1.00024182,0.38550407,2.08050627,1.03551853,0.18344735,-0.6569925,-2.24784195,0.1046039,0.34628088,-0.78363413,-0.09289871,-0.6031015,0.22585907,-0.59424466,0.21215576,A
2DGZwPbTxiiWB8gESqpdpi,Into The Groove,Into The Groove,Tita Lau,2021-09-17,191457,31,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,tech house,Solotoko,0.806,0.919,8,-6.011,1,0.0556,0.0277,0.839,0.0714,0.523,125.994,4,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,C
1qgtL7ncs19knKrrPVnwNU,Jiggy - Radio Edi,Jiggy,Viot,2021-12-10,243750,24,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,tech house,G-Spot Records,0.797,0.63,11,-7.308,0,0.0474,0.0021,0.753,0.105,0.598,128.027,4,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,C
09BGBMsS53N15RBuebacRv,Dreamer (Gemi Remix),Juiced 3 (Kiwi Kick),"Sharda,Gemi",2021-12-25,202000,0,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"uk garage,bassline,uk funky",Kiwi Rekords,0.714,0.907,11,-5.741,0,0.0873,0.00759,0.901,0.0308,0.926,136.081,4,"['uk garage', 'bassline', 'uk funky']","[ 0.20830316 -0.79310981  0.49979402  1.75142193  1.21937032 -0.12913546
 -0.40686717 -1.6681747  -0.18960276  0.91575026 -0.40031905  0.86012993
 -0.49155688  0.51925104  0.25023143  0.0153243 ]",0.20830316,-0.79310981,0.49979402,1.75142193,1.21937032,-0.12913546,-0.40686717,-1.6681747,-0.18960276,0.91575026,-0.40031905,0.86012993,-0.49155688,0.51925104,0.25023143,0.0153243,I
2daMIbksYa1978aIu3qipP,Let Me Show You,Let Me Show You,Biscits,2020-08-28,209658,18,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house",Black Book Records,0.838,0.984,5,-4.671,1,0.225,0.458,0.112,0.267,0.718,124.967,4,"['tech house', 'house']","[ 0.49916475  0.92228538  0.28674226  2.00269204  1.06220019  0.13760081
 -0.54594237 -2.24965155 -0.06830075  0.12391949 -0.89733326  0.34988311
 -0.31869391  0.07420804 -0.24038284  0.02935112]",0.49916475,0.92228538,0.28674226,2.00269204,1.06220019,0.13760081,-0.54594237,-2.24965155,-0.06830075,0.12391949,-0.89733326,0.34988311,-0.31869391,0.07420804,-0.24038284,0.02935112,F
1JfryJlUV7RuCdTOSSVbwN,LO*E DR*G,LO*E DR*G,PAX,2021-03-19,181417,26,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house",Off The Key,0.864,0.974,9,-6.923,1,0.0702,0.0272,0.0476,0.064,0.326,126.992,4,"['tech house', 'house']","[ 0.49916475  0.92228538  0.28674226  2.00269204  1.06220019  0.13760081
 -0.54594237 -2.24965155 -0.06830075  0.12391949 -0.89733326  0.34988311
 -0.31869391  0.07420804 -0.24038284  0.02935112]",0.49916475,0.92228538,0.28674226,2.00269204,1.06220019,0.13760081,-0.54594237,-2.24965155,-0.06830075,0.12391949,-0.89733326,0.34988311,-0.31869391,0.07420804,-0.24038284,0.02935112,B
5QWU7uRGtKa9QAQW0Iubyt,Jack Endlessly,Endless Jack,Sidney Charles,2018-02-12,416807,17,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house,techno",Truesoul,0.804,0.91,0,-6.325,1,0.0764,0.00762,0.579,0.152,0.459,125.997,4,"['tech house', 'house', 'techno']","[ 0.2584758   0.75303075  0.3751219   1.9052192   0.96638892 -0.03758453
 -0.41042576 -2.3424135   0.20513024 -0.37694701 -0.94746745  0.33219565
 -0.52267726 -0.16203091 -0.00631083 -0.23719742]",0.2584758,0.75303075,0.3751219,1.9052192,0.96638892,-0.03758453,-0.41042576,-2.3424135,0.20513024,-0.37694701,-0.94746745,0.33219565,-0.52267726,-0.16203091,-0.00631083,-0.23719742,D
6iHoruRjXtD4qdU4JMxhwB,Lil Mama,Soundwave,"Taiki Nulight,Shift K3Y",2019-07-19,218400,9,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"bassline,bass house,g-house,uk garage",Night Bass Records,0.818,0.723,1,-7.497,1,0.112,0.000715,0.798,0.0658,0.214,125.0,4,"['bassline', 'bass house', 'g-house', 'uk garage']","[ 0.35127561 -0.30046794  0.33373026  1.71876001  1.0337373  -0.09136383
 -0.53418611 -1.62654024 -0.18954059  0.5533534  -0.78182562  0.58001778
 -0.29354194  0.41897781 -0.19258983 -0.18738966]",0.35127561,-0.30046794,0.33373026,1.71876001,1.0337373,-0.09136383,-0.53418611,-1.62654024,-0.18954059,0.5533534,-0.78182562,0.58001778,-0.29354194,0.41897781,-0.19258983,-0.18738966,G
2GpJEGFtU36JV6KlqNf6o0,Turn Off The Lights - Cloonee Remix,Turn Off The Lights (Cloonee Remix),"Chris Lake,Alexis Roberts,Cloonee",2022-01-21,198754,42,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house,bass house,latin house,techno",Black Book Records,0.9,0.406,11,-6.981,0,0.14,0.0549,0.0387,0.123,0.199,128.007,4,"['tech house', 'house', 'bass house', 'latin house', 'techno']","[ 0.59602141  0.72678651  0.26888222  1.96153769  0.91132041  0.05507956
 -0.6939179  -2.05834975  0.07837877 -0.06851756 -0.99288919  0.0786346
 -0.45594646 -0.00925583 -0.442424   -0.42199445]",0.59602141,0.72678651,0.26888222,1.96153769,0.91132041,0.05507956,-0.6939179,-2.05834975,0.07837877,-0.06851756,-0.99288919,0.0786346,-0.45594646,-0.00925583,-0.442424,-0.42199445,E
2gmBxuAybQr7hEYkDXuyo6,What Ya Want,What Ya Want,Cloonee,2020-05-29,220967,30,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house,latin house,techno",Black Book Records,0.805,0.677,5,-9.651,1,0.0539,0.0109,0.898,0.0744,0.654,126.015,4,"['tech house', 'house', 'latin house', 'techno']","[ 0.62322114  0.53507723  0.30804703  2.00655624  0.84067236  0.10774436
 -0.58478711 -2.05347836  0.05924384 -0.03984761 -0.97649136  0.02466125
 -0.56665818 -0.03629538 -0.26509045 -0.25306442]",0.62322114,0.53507723,0.30804703,2.00655624,0.84067236,0.10774436,-0.58478711,-2.05347836,0.05924384,-0.03984761,-0.97649136,0.02466125,-0.56665818,-0.03629538,-0.26509045,-0.25306442,E
5ql2deM1GIt9YOFvFOkyLQ,FUNK 2000,FUNK 2000,AYYBO,2022-02-24,163902,34,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house",4XLA,0.806,0.92,11,-3.948,0,0.0902,0.0343,0.543,0.0671,0.644,123.054,4,"['tech house', 'house']","[ 0.49916475  0.92228538  0.28674226  2.00269204  1.06220019  0.13760081
 -0.54594237 -2.24965155 -0.06830075  0.12391949 -0.89733326  0.34988311
 -0.31869391  0.07420804 -0.24038284  0.02935112]",0.49916475,0.92228538,0.28674226,2.00269204,1.06220019,0.13760081,-0.54594237,-2.24965155,-0.06830075,0.12391949,-0.89733326,0.34988311,-0.31869391,0.07420804,-0.24038284,0.02935112,D
0htfSPN3BMHHaJTrZ63YMM,Gucci Suit,Gucci Suit,Cloonee,2020-07-10,245714,33,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,house,latin house,techno",elrow Music,0.731,0.603,6,-10.01,1,0.0674,0.00705,0.189,0.0956,0.448,126.003,4,"['tech house', 'house', 'latin house', 'techno']","[ 0.62322114  0.53507723  0.30804703  2.00655624  0.84067236  0.10774436
 -0.58478711 -2.05347836  0.05924384 -0.03984761 -0.97649136  0.02466125
 -0.56665818 -0.03629538 -0.26509045 -0.25306442]",0.62322114,0.53507723,0.30804703,2.00655624,0.84067236,0.10774436,-0.58478711,-2.05347836,0.05924384,-0.03984761,-0.97649136,0.02466125,-0.56665818,-0.03629538,-0.26509045,-0.25306442,E
3BFrpPrHG0jNvD7x5JjaJh,Pick Me Up,Pick Me Up,Kyle Watson,2022-04-08,221000,20,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,bass house,house,g-house",Solotoko,0.806,0.659,7,-8.509,1,0.0693,0.0217,0.2,0.0874,0.593,124.017,4,"['tech house', 'bass house', 'house', 'g-house']","[ 0.23030683  0.58834329  0.22959703  1.84253445  1.19983241  0.07057988
 -0.43542978 -2.00256059 -0.16732632 -0.01179153 -1.21969467  0.2867045
 -0.20867235  0.3540949  -0.46908318 -0.18161225]",0.23030683,0.58834329,0.22959703,1.84253445,1.19983241,0.07057988,-0.43542978,-2.00256059,-0.16732632,-0.01179153,-1.21969467,0.2867045,-0.20867235,0.3540949,-0.46908318,-0.18161225,G
4nKTGZzfaY9eoWVqegX6J6,Right Back,Right Back,"Sharam Jey,Andruss,DeWitt Sound",2019-07-26,222720,43,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"g-house,brazilian bass,nu disco,tech house,indie dance,latin house,tribal house",Toolroom Records,0.922,0.922,6,-6.605,1,0.129,0.0559,0.649,0.0751,0.627,124.996,4,"['g-house', 'brazilian bass', 'nu disco', 'tech house', 'indie dance', 'latin house', 'tribal house']","[ 0.41504163  0.23600922  0.24146546  1.79131116  0.96567203  0.1753074
 -0.41750143 -1.84030406  0.02716712 -0.05278505 -1.152471    0.01442721
 -0.48155386  0.04933424 -0.26788269 -0.12936178]",0.41504163,0.23600922,0.24146546,1.79131116,0.96567203,0.1753074,-0.41750143,-1.84030406,0.02716712,-0.05278505,-1.152471,0.01442721,-0.48155386,0.04933424,-0.26788269,-0.12936178,E
3nQ2kD9e15s5fp6qaAraqN,All That Matters,All That Matters,NightFunk,2022-02-11,213750,12,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,tech house,Repopulate Mars,0.856,0.883,9,-8.081,1,0.0622,0.008,0.225,0.0617,0.873,127.996,4,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,C
3NckqY1gm3wKXaF3nMbieq,In The Club,In The Club,"NightFunk,Ranger Trucco",2022-03-18,184633,30,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:09:16Z,"tech house,bass house",Sink or Swim,0.857,0.792,9,-7.843,1,0.146,0.026,0.186,0.0843,0.417,129.998,4,"['tech house', 'bass house']","[ 0.80283847  1.00024182  0.38550407  2.08050627  1.03551853  0.18344735
 -0.6569925  -2.24784195  0.1046039   0.34628088 -0.78363413 -0.09289871
 -0.6031015   0.22585907 -0.59424466  0.21215576]",0.80283847,1.00024182,0.38550407,2.08050627,1.03551853,0.18344735,-0.6569925,-2.24784195,0.1046039,0.34628088,-0.78363413,-0.09289871,-0.6031015,0.22585907,-0.59424466,0.21215576,A
