Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,genres_list,genre_embedding,genre_dim_0,genre_dim_1,genre_dim_2,genre_dim_3,genre_dim_4,genre_dim_5,genre_dim_6,genre_dim_7,genre_dim_8,genre_dim_9,genre_dim_10,genre_dim_11,genre_dim_12,genre_dim_13,genre_dim_14,genre_dim_15,similarity_score,fit_probability
5zb0lr6nzdAN5EuD3ZT8u8,Get Down,"Blanc Sur Noir, Vol. 4",Hooders,2021-02-19,222992,1,21focq27ocnh36hhvz3btzlwy,2025-03-13T00:13:27Z,"bass house,g-house,electro house,tech house",noir sur blanc records,0.852,0.927,0.0,-5.747,1.0,0.0629,0.00144,0.869,0.0897,0.243,127.024,4.0,"['bass house', 'g-house', 'electro house', 'tech house']","[ 0.56118536  0.16749799  0.0790311   1.93560055  1.10106474  0.10196671
 -0.29371586 -1.67104219 -0.25914585  0.67942518 -0.93435652  0.34685018
 -0.54982173  0.03995226 -0.30947858  0.12017968]",0.56118536,0.16749799,0.0790311,1.93560055,1.10106474,0.10196671,-0.29371586,-1.67104219,-0.25914585,0.67942518,-0.93435652,0.34685018,-0.54982173,0.03995226,-0.30947858,0.12017968,0.729704025484411,0.6921146
6tQT9FZVdjw2EwAZDbxdCp,Malfunction,Malfunction,Charles Pierre,2020-08-28,403204,0,bfotri6xxqsu065vsarlivepn,2023-11-07T23:25:58Z,tech house,SK Recordings,0.805,0.998,11.0,-2.706,1.0,0.052,0.00107,0.903,0.0226,0.662,125.009,4.0,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,0.756858059483853,0.7764352
66KQtW6bWfVXJcvsB5RakW,Ranura,Malfunction,Charles Pierre,2020-08-28,373343,2,bfotri6xxqsu065vsarlivepn,2023-11-07T23:33:18Z,tech house,SK Recordings,0.802,0.956,10.0,-3.95,0.0,0.0518,0.000538,0.246,0.0193,0.356,126.0,4.0,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,0.7284375886050258,0.7661635
4u0GytwaRQQbd3GrDBgIvj,Money,Modurap,Chinonegro,2023-11-03,225117,29,bfotri6xxqsu065vsarlivepn,2023-11-07T23:57:09Z,tech house,BANDIDOS,0.801,0.784,1.0,-8.642,1.0,0.0482,0.00093,0.861,0.107,0.541,128.02,4.0,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,0.7518196694105389,0.7747653
4EMLCdqC0BXgpr42Op96a0,Ulalala,Modurap,Chinonegro,2023-11-03,226889,21,bfotri6xxqsu065vsarlivepn,2023-11-07T23:59:12Z,tech house,BANDIDOS,0.807,0.629,0.0,-8.128,1.0,0.0546,0.00221,0.894,0.0576,0.591,127.006,4.0,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,0.738460942211807,0.7602091
2agYwJP31gdCJaRACD37te,Flashi - Original Mix,Manaos EP,Lexont,2022-07-25,387096,11,bfotri6xxqsu065vsarlivepn,2023-11-08T00:05:06Z,"latin house,tech house",Duff Music,0.808,0.951,4.0,-5.318,0.0,0.0584,0.0112,0.875,0.0951,0.596,123.988,4.0,"['latin house', 'tech house']","[ 1.41795582  0.19403835  0.38280379  2.3450582   0.67032355  0.53310269
 -0.64570755 -1.80226076 -0.16206301  0.92360485 -0.78617543 -0.68913367
 -0.94585219  0.34686351 -0.53908021  0.61068031]",1.41795582,0.19403835,0.38280379,2.3450582,0.67032355,0.53310269,-0.64570755,-1.80226076,-0.16206301,0.92360485,-0.78617543,-0.68913367,-0.94585219,0.34686351,-0.53908021,0.61068031,0.7458220574855235,0.7676794
7aMkAnVq1vqdXYzdVeIrof,Manaos - Original Mix,Manaos EP,"Lexont,Nico Jara",2022-07-25,371612,5,bfotri6xxqsu065vsarlivepn,2023-11-08T00:11:14Z,"latin house,tech house",Duff Music,0.55,0.918,6.0,-5.631,1.0,0.163,0.0494,0.771,0.0807,0.805,122.775,4.0,"['latin house', 'tech house']","[ 1.41795582  0.19403835  0.38280379  2.3450582   0.67032355  0.53310269
 -0.64570755 -1.80226076 -0.16206301  0.92360485 -0.78617543 -0.68913367
 -0.94585219  0.34686351 -0.53908021  0.61068031]",1.41795582,0.19403835,0.38280379,2.3450582,0.67032355,0.53310269,-0.64570755,-1.80226076,-0.16206301,0.92360485,-0.78617543,-0.68913367,-0.94585219,0.34686351,-0.53908021,0.61068031,0.6582327374167682,0.6559294
3ejjgtBWuMRj9yFoEzVV9q,12 - Extended Mix,12 (Extended Mix),Lexont,2023-08-12,337920,0,bfotri6xxqsu065vsarlivepn,2023-11-08T00:18:52Z,"latin house,tech house",Música de Lexont,0.775,0.877,8.0,-6.994,0.0,0.0604,0.0278,0.624,0.0823,0.735,125.009,4.0,"['latin house', 'tech house']","[ 1.41795582  0.19403835  0.38280379  2.3450582   0.67032355  0.53310269
 -0.64570755 -1.80226076 -0.16206301  0.92360485 -0.78617543 -0.68913367
 -0.94585219  0.34686351 -0.53908021  0.61068031]",1.41795582,0.19403835,0.38280379,2.3450582,0.67032355,0.53310269,-0.64570755,-1.80226076,-0.16206301,0.92360485,-0.78617543,-0.68913367,-0.94585219,0.34686351,-0.53908021,0.61068031,0.7506099263675056,0.7721142
7oGSgTiEBRNNUpvEySf5hc,Vacilar,Vacilar,"Exotic,Lexont",2023-10-15,365714,9,bfotri6xxqsu065vsarlivepn,2023-11-08T00:24:51Z,"guaracha,tribal house,latin house,electronica,tech house",Exotic Music SAS,0.806,0.866,1.0,-5.394,1.0,0.0536,0.0186,0.899,0.0785,0.298,126.012,4.0,"['guaracha', 'tribal house', 'latin house', 'electronica', 'tech house']","[ 0.95460588  0.1401757   0.1477987   1.71719533  0.84640033 -0.0129503
 -0.53384358 -1.82868991  0.38751178  0.09402832 -1.14714561 -0.01427767
 -0.51041839  0.00254364 -0.09805682  0.25922655]",0.95460588,0.1401757,0.1477987,1.71719533,0.84640033,-0.0129503,-0.53384358,-1.82868991,0.38751178,0.09402832,-1.14714561,-0.01427767,-0.51041839,0.00254364,-0.09805682,0.25922655,0.7482338142528256,0.6855356
2DSxFmzAw3OjBM4CWzTWj1,Farrea,Farrea EP,Lexont,2023-08-28,399360,1,bfotri6xxqsu065vsarlivepn,2023-11-08T01:36:45Z,"latin house,tech house",Duff Music,0.791,0.991,1.0,-6.279,1.0,0.0535,0.0144,0.896,0.067,0.434,125.029,4.0,"['latin house', 'tech house']","[ 1.41795582  0.19403835  0.38280379  2.3450582   0.67032355  0.53310269
 -0.64570755 -1.80226076 -0.16206301  0.92360485 -0.78617543 -0.68913367
 -0.94585219  0.34686351 -0.53908021  0.61068031]",1.41795582,0.19403835,0.38280379,2.3450582,0.67032355,0.53310269,-0.64570755,-1.80226076,-0.16206301,0.92360485,-0.78617543,-0.68913367,-0.94585219,0.34686351,-0.53908021,0.61068031,0.7268193274045985,0.76520175
6xL1I1Igw9aJEEsZKyjbZO,Cosmic,Farrea EP,Lexont,2023-08-28,335238,1,bfotri6xxqsu065vsarlivepn,2023-11-08T01:36:52Z,"latin house,tech house",Duff Music,0.808,0.956,4.0,-9.689,0.0,0.0612,0.114,0.878,0.0731,0.519,126.008,4.0,"['latin house', 'tech house']","[ 1.41795582  0.19403835  0.38280379  2.3450582   0.67032355  0.53310269
 -0.64570755 -1.80226076 -0.16206301  0.92360485 -0.78617543 -0.68913367
 -0.94585219  0.34686351 -0.53908021  0.61068031]",1.41795582,0.19403835,0.38280379,2.3450582,0.67032355,0.53310269,-0.64570755,-1.80226076,-0.16206301,0.92360485,-0.78617543,-0.68913367,-0.94585219,0.34686351,-0.53908021,0.61068031,0.7194669842659772,0.7565389
50ZvRW9MGwKYnkmi0DLXQn,Shake It - Original Mix,Shake It,Levi Petite,2022-03-25,308571,2,bfotri6xxqsu065vsarlivepn,2023-11-11T21:28:28Z,"tech house,minimal techno",Kryked LTD,0.805,0.977,0.0,-6.596,0.0,0.0899,0.000271,0.895,0.0359,0.723,126.007,4.0,"['tech house', 'minimal techno']","[ 0.64552583  0.41563115  0.57476565  2.01730758  0.95398092  0.25939797
 -0.11290643 -2.55388629  0.46515542 -0.21745473 -0.77948225 -0.3359374
 -1.19601786 -0.05843492  0.1489724   0.56288791]",0.64552583,0.41563115,0.57476565,2.01730758,0.95398092,0.25939797,-0.11290643,-2.55388629,0.46515542,-0.21745473,-0.77948225,-0.3359374,-1.19601786,-0.05843492,0.1489724,0.56288791,0.8306924155233847,0.82130194
5X3h09GhxvPdoQ36WkClsE,This House - Original Mix,This House (Original Mix),"Douke,Skull Tech",2021-11-05,230476,0,bfotri6xxqsu065vsarlivepn,2023-11-11T21:36:09Z,tech house,L.B.A Groove Records,0.736,0.969,9.0,-7.128,0.0,0.0485,0.000777,0.639,0.199,0.617,125.987,4.0,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,0.7455207291411253,0.7711298
0suzaJI1AWCeGyu0mvCPYc,Euphoria - Iglesias 2020 Rework,Euphoria Rework,"Charles Pierre,Iglesias",2020-05-08,454959,12,bfotri6xxqsu065vsarlivepn,2023-11-11T21:40:52Z,tech house,Distance Music,0.796,0.967,0.0,-7.248,1.0,0.0457,0.000552,0.365,0.0306,0.556,123.998,4.0,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,0.7583778150614643,0.7738756
1z0AsmTIaFf3Z6FLwaieRe,New World Sound,New World Sound,Charles Pierre,2023-09-29,400008,7,bfotri6xxqsu065vsarlivepn,2023-11-11T21:48:30Z,tech house,Dirtyclub Music,0.847,0.784,4.0,-8.308,0.0,0.0634,0.00628,0.0248,0.0614,0.284,125.999,4.0,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,0.7013611449216902,0.7308437
0BeGJd57LQfHPRkXpj3KuQ,Amanecer - Tomas Bisquierra Remix,Tropicana,"Saul Antolin,Tomas Bisquierra",2022-03-24,396850,1,bfotri6xxqsu065vsarlivepn,2023-11-15T23:18:06Z,"tech house,latin house",Kubbo Records,0.808,0.998,1.0,-6.532,1.0,0.0521,0.00017,0.88,0.0232,0.825,126.995,4.0,"['tech house', 'latin house']","[ 1.41795582  0.19403835  0.38280379  2.3450582   0.67032355  0.53310269
 -0.64570755 -1.80226076 -0.16206301  0.92360485 -0.78617543 -0.68913367
 -0.94585219  0.34686351 -0.53908021  0.61068031]",1.41795582,0.19403835,0.38280379,2.3450582,0.67032355,0.53310269,-0.64570755,-1.80226076,-0.16206301,0.92360485,-0.78617543,-0.68913367,-0.94585219,0.34686351,-0.53908021,0.61068031,0.7493621376101025,0.7688732
0S8KEIpEfMBQjjmpTS42Sx,Tropicana,Tropicana,Saul Antolin,2022-03-24,418059,0,bfotri6xxqsu065vsarlivepn,2023-11-16T02:18:15Z,"tech house,latin house",Kubbo Records,0.807,0.973,9.0,-6.523,1.0,0.0663,0.0197,0.836,0.0353,0.768,123.997,4.0,"['tech house', 'latin house']","[ 1.41795582  0.19403835  0.38280379  2.3450582   0.67032355  0.53310269
 -0.64570755 -1.80226076 -0.16206301  0.92360485 -0.78617543 -0.68913367
 -0.94585219  0.34686351 -0.53908021  0.61068031]",1.41795582,0.19403835,0.38280379,2.3450582,0.67032355,0.53310269,-0.64570755,-1.80226076,-0.16206301,0.92360485,-0.78617543,-0.68913367,-0.94585219,0.34686351,-0.53908021,0.61068031,0.7523824101290348,0.7688732
7vAEf2QUrXsL86QzAFmhAN,Elegant - Bruno Furlan Remix,Elegant (The Remixes),"Mihalis Safras,Val,Bruno Furlan",2022-05-06,215625,4,bfotri6xxqsu065vsarlivepn,2023-11-16T04:30:31Z,"tech house,techno,house,latin house",Material,0.825,0.763,9.0,-6.575,0.0,0.116,0.0402,0.118,0.275,0.529,127.981,4.0,"['tech house', 'techno', 'house', 'latin house']","[ 0.62322114  0.53507723  0.30804703  2.00655624  0.84067236  0.10774436
 -0.58478711 -2.05347836  0.05924384 -0.03984761 -0.97649136  0.02466125
 -0.56665818 -0.03629538 -0.26509045 -0.25306442]",0.62322114,0.53507723,0.30804703,2.00655624,0.84067236,0.10774436,-0.58478711,-2.05347836,0.05924384,-0.03984761,-0.97649136,0.02466125,-0.56665818,-0.03629538,-0.26509045,-0.25306442,0.8743247964805153,0.79973686
3KOyqsYneAgFpaGUQMZDQ3,Give Me That Bass - Extended,La Fiesta,Bruno Furlan,2023-10-27,333120,10,bfotri6xxqsu065vsarlivepn,2023-11-16T04:39:57Z,"tech house,house,latin house",Hot Creations,0.83,0.915,2.0,-4.114,1.0,0.0559,7.09e-05,0.77,0.0558,0.821,128.001,4.0,"['tech house', 'house', 'latin house']","[ 0.90526223  0.57526248  0.22676898  2.10531716  0.86264102  0.27297755
 -0.73325197 -1.89532534 -0.17167228  0.40642985 -0.95274321 -0.06605858
 -0.44532959  0.16310909 -0.50739832 -0.0806544 ]",0.90526223,0.57526248,0.22676898,2.10531716,0.86264102,0.27297755,-0.73325197,-1.89532534,-0.17167228,0.40642985,-0.95274321,-0.06605858,-0.44532959,0.16310909,-0.50739832,-0.0806544,0.8551185799053047,0.8432549
31dXp8Xsb6xHUGEGQeEDYP,Garcita,Garcita EP,Ivan Lopez,2018-05-14,497419,3,bfotri6xxqsu065vsarlivepn,2023-11-16T04:58:31Z,"latin house,tech house",The Society,0.809,0.859,11.0,-8.682,0.0,0.0719,0.000127,0.747,0.068,0.214,123.984,4.0,"['latin house', 'tech house']","[ 1.41795582  0.19403835  0.38280379  2.3450582   0.67032355  0.53310269
 -0.64570755 -1.80226076 -0.16206301  0.92360485 -0.78617543 -0.68913367
 -0.94585219  0.34686351 -0.53908021  0.61068031]",1.41795582,0.19403835,0.38280379,2.3450582,0.67032355,0.53310269,-0.64570755,-1.80226076,-0.16206301,0.92360485,-0.78617543,-0.68913367,-0.94585219,0.34686351,-0.53908021,0.61068031,0.6964275476665992,0.71240413
4oCZl1ilEGnan3Cr61wNX3,Bandolero,Bandolero,MELO (COL),2023-02-02,406375,1,bfotri6xxqsu065vsarlivepn,2023-11-16T16:23:28Z,"tribal house,latin house",Bedroom Muzik,0.799,0.816,10.0,-6.284,0.0,0.0633,0.0151,0.778,0.0461,0.762,125.007,4.0,"['tribal house', 'latin house']","[ 1.17997766  0.12012074  0.2226396   1.97659332  0.86706543  0.40705498
 -0.52404043 -1.82588494  0.21981376 -0.13428617 -1.14803064 -0.64281516
 -0.92328361  0.09480123 -0.39230077 -0.15866759]",1.17997766,0.12012074,0.2226396,1.97659332,0.86706543,0.40705498,-0.52404043,-1.82588494,0.21981376,-0.13428617,-1.14803064,-0.64281516,-0.92328361,0.09480123,-0.39230077,-0.15866759,0.804026125854127,0.83330613
5KzccAfuU1NZL01woYwWgx,Clavo Y Canela,Clavo Y Canela,"FeelGood,SOFAT",2020-07-31,349606,0,bfotri6xxqsu065vsarlivepn,2023-11-16T17:04:53Z,tech house,Order,0.793,0.991,11.0,-4.855,1.0,0.0712,0.0115,0.488,0.216,0.757,127.011,4.0,['tech house'],"[ 1.11845446  0.50686002  0.65878516  2.37954903  0.87712443  0.52247435
 -0.18354392 -2.41784859  0.05428933  0.87575912 -0.50878775 -0.4803254
 -1.19310343  0.35281581 -0.03673114  1.52202606]",1.11845446,0.50686002,0.65878516,2.37954903,0.87712443,0.52247435,-0.18354392,-2.41784859,0.05428933,0.87575912,-0.50878775,-0.4803254,-1.19310343,0.35281581,-0.03673114,1.52202606,0.7563512121082656,0.77089643
